0	0
1	1
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	2
46	7
47	16
48	33
49	43
50	29
51	35
52	42
53	32
54	45
55	35
56	38
57	43
58	28
59	31
60	24
61	31
62	24
63	35
64	49
65	35
66	25
67	42
68	34
69	30
70	35
71	32
72	34
73	37
74	41
75	30
76	46
77	36
78	47
79	35
80	46
81	41
82	25
83	35
84	31
85	43
86	34
87	35
88	49
89	42
90	37
91	28
92	45
93	50
94	43
95	38
96	42
97	42
98	37
99	65
100	42
101	34
102	55
103	43
104	56
105	46
106	44
107	40
108	65
109	38
110	46
111	50
112	66
113	68
114	57
115	59
116	56
117	63
118	54
119	61
120	58
121	45
122	62
123	74
124	76
125	63
126	59
127	61
128	56
129	55
130	63
131	58
132	62
133	75
134	73
135	62
136	64
137	71
138	68
139	73
140	81
141	70
142	86
143	67
144	99
145	52
146	63
147	77
148	69
149	72
150	80
151	85
152	66
153	95
154	80
155	67
156	86
157	71
158	75
159	89
160	93
161	54
162	69
163	82
164	97
165	86
166	91
167	104
168	80
169	91
170	100
171	76
172	92
173	94
174	101
175	91
176	81
177	97
178	87
179	79
180	94
181	96
182	98
183	105
184	74
185	90
186	95
187	70
188	124
189	92
190	82
191	73
192	113
193	98
194	90
195	104
196	84
197	94
198	93
199	95
200	100
201	97
202	87
203	94
204	102
205	107
206	93
207	93
208	91
209	94
210	94
211	95
212	96
213	117
214	93
215	99
216	115
217	79
218	104
219	111
220	119
221	82
222	104
223	104
224	112
225	107
226	97
227	105
228	85
229	134
230	104
231	112
232	106
233	112
234	113
235	128
236	128
237	127
238	98
239	145
240	110
241	138
242	141
243	132
244	136
245	138
246	154
247	136
248	145
249	163
250	149
251	175
252	149
253	144
254	173
255	168
256	172
257	189
258	180
259	205
260	184
261	176
262	197
263	227
264	209
265	237
266	220
267	222
268	244
269	228
270	271
271	262
272	307
273	273
274	266
275	298
276	313
277	329
278	324
279	368
280	340
281	374
282	383
283	400
284	451
285	407
286	442
287	450
288	448
289	471
290	500
291	564
292	556
293	593
294	637
295	660
296	675
297	680
298	708
299	666
300	804
301	833
302	857
303	848
304	867
305	914
306	1006
307	1014
308	1006
309	1047
310	1057
311	1132
312	1157
313	1192
314	1273
315	1323
316	1308
317	1343
318	1338
319	1391
320	1378
321	1474
322	1450
323	1535
324	1551
325	1575
326	1619
327	1659
328	1665
329	1670
330	1741
331	1732
332	1755
333	1784
334	1747
335	1832
336	1809
337	1812
338	1880
339	1815
340	1828
341	1839
342	1910
343	1869
344	1798
345	1812
346	1859
347	1840
348	1824
349	1849
350	1702
351	1762
352	1811
353	1723
354	1734
355	1705
356	1684
357	1669
358	1681
359	1615
360	1582
361	1587
362	1528
363	1431
364	1487
365	1406
366	1422
367	1420
368	1353
369	1276
370	1257
371	1201
372	1192
373	1184
374	1119
375	1142
376	1181
377	998
378	1022
379	1068
380	935
381	989
382	879
383	911
384	886
385	820
386	825
387	811
388	821
389	721
390	760
391	737
392	692
393	712
394	644
395	652
396	669
397	601
398	598
399	589
400	531
401	590
402	544
403	475
404	513
405	527
406	533
407	508
408	463
409	455
410	487
411	456
412	437
413	399
414	382
415	398
416	399
417	350
418	375
419	365
420	366
421	325
422	358
423	343
424	347
425	332
426	312
427	317
428	303
429	273
430	276
431	284
432	256
433	267
434	258
435	205
436	231
437	207
438	251
439	219
440	220
441	202
442	204
443	157
444	200
445	182
446	153
447	179
448	169
449	177
450	137
451	156
452	140
453	142
454	129
455	133
456	124
457	114
458	121
459	112
460	125
461	114
462	110
463	97
464	85
465	82
466	92
467	86
468	77
469	83
470	74
471	76
472	76
473	88
474	86
475	75
476	65
477	61
478	62
479	52
480	73
481	49
482	70
483	55
484	52
485	49
486	58
487	60
488	51
489	55
490	65
491	56
492	51
493	46
494	55
495	50
496	59
497	56
498	50
499	69
500	55
501	43
502	49
503	60
504	46
505	42
506	53
507	56
508	54
509	47
510	59
511	47
512	56
513	44
514	44
515	41
516	35
517	53
518	50
519	43
520	56
521	49
522	66
523	60
524	52
525	74
526	62
527	47
528	49
529	51
530	61
531	45
532	47
533	53
534	56
535	48
536	59
537	71
538	66
539	54
540	53
541	61
542	51
543	55
544	59
545	54
546	58
547	61
548	56
549	57
550	59
551	62
552	66
553	58
554	73
555	64
556	62
557	60
558	55
559	57
560	61
561	72
562	57
563	74
564	57
565	72
566	69
567	61
568	76
569	67
570	69
571	61
572	66
573	67
574	71
575	73
576	61
577	72
578	68
579	74
580	80
581	70
582	83
583	76
584	89
585	86
586	79
587	95
588	87
589	84
590	85
591	81
592	79
593	76
594	103
595	79
596	81
597	71
598	97
599	78
600	91
601	74
602	102
603	83
604	92
605	101
606	97
607	78
608	100
609	106
610	99
611	94
612	106
613	98
614	86
615	92
616	98
617	93
618	101
619	87
620	109
621	95
622	98
623	125
624	93
625	114
626	105
627	122
628	115
629	116
630	118
631	120
632	117
633	93
634	97
635	116
636	97
637	119
638	101
639	114
640	121
641	107
642	134
643	112
644	98
645	127
646	128
647	114
648	121
649	99
650	101
651	137
652	134
653	118
654	100
655	125
656	112
657	104
658	99
659	110
660	146
661	112
662	120
663	127
664	122
665	108
666	112
667	111
668	121
669	136
670	124
671	116
672	103
673	117
674	101
675	128
676	110
677	110
678	122
679	124
680	106
681	118
682	115
683	113
684	110
685	109
686	118
687	114
688	91
689	98
690	113
691	99
692	109
693	108
694	84
695	92
696	100
697	104
698	112
699	102
700	113
701	109
702	93
703	103
704	98
705	106
706	103
707	113
708	97
709	88
710	120
711	95
712	106
713	77
714	91
715	101
716	86
717	108
718	84
719	103
720	80
721	90
722	104
723	100
724	88
725	102
726	90
727	103
728	96
729	96
730	96
731	103
732	103
733	81
734	100
735	94
736	103
737	81
738	92
739	72
740	94
741	90
742	87
743	70
744	97
745	83
746	82
747	81
748	79
749	101
750	75
751	106
752	96
753	91
754	70
755	78
756	97
757	98
758	80
759	68
760	86
761	97
762	88
763	92
764	94
765	88
766	101
767	100
768	113
769	89
770	91
771	98
772	101
773	91
774	104
775	115
776	87
777	99
778	102
779	117
780	112
781	96
782	108
783	95
784	92
785	118
786	100
787	97
788	114
789	104
790	93
791	99
792	94
793	125
794	110
795	117
796	118
797	111
798	104
799	112
800	127
801	127
802	113
803	113
804	118
805	122
806	129
807	132
808	126
809	128
810	119
811	138
812	147
813	144
814	129
815	121
816	132
817	120
818	115
819	126
820	129
821	128
822	131
823	114
824	115
825	137
826	145
827	125
828	145
829	136
830	147
831	147
832	130
833	125
834	107
835	127
836	139
837	121
838	135
839	114
840	153
841	145
842	118
843	144
844	142
845	148
846	141
847	127
848	122
849	128
850	147
851	141
852	138
853	145
854	141
855	152
856	147
857	149
858	145
859	129
860	142
861	140
862	133
863	121
864	138
865	141
866	163
867	120
868	119
869	121
870	134
871	120
872	141
873	126
874	123
875	114
876	142
877	102
878	137
879	151
880	125
881	138
882	124
883	104
884	108
885	131
886	115
887	108
888	132
889	129
890	122
891	115
892	120
893	134
894	122
895	114
896	139
897	123
898	121
899	126
900	118
901	119
902	89
903	102
904	145
905	93
906	124
907	143
908	124
909	95
910	126
911	107
912	110
913	129
914	104
915	99
916	104
917	114
918	122
919	110
920	107
921	110
922	122
923	117
924	106
925	119
926	113
927	93
928	114
929	127
930	118
931	107
932	136
933	139
934	109
935	104
936	111
937	126
938	116
939	110
940	129
941	97
942	136
943	107
944	124
945	108
946	128
947	98
948	125
949	113
950	107
951	142
952	148
953	125
954	137
955	139
956	126
957	131
958	137
959	141
960	133
961	126
962	139
963	134
964	122
965	125
966	164
967	145
968	147
969	141
970	133
971	162
972	151
973	155
974	164
975	171
976	164
977	148
978	152
979	187
980	155
981	141
982	173
983	176
984	167
985	170
986	185
987	196
988	179
989	192
990	180
991	187
992	201
993	191
994	228
995	226
996	217
997	226
998	212
999	210
1000	229
1001	254
1002	237
1003	236
1004	268
1005	231
1006	258
1007	259
1008	257
1009	216
1010	264
1011	237
1012	265
1013	294
1014	269
1015	281
1016	262
1017	295
1018	304
1019	332
1020	294
1021	338
1022	336
1023	324
1024	334
1025	364
1026	402
1027	308
1028	343
1029	369
1030	351
1031	359
1032	351
1033	356
1034	390
1035	380
1036	370
1037	416
1038	428
1039	419
1040	420
1041	413
1042	433
1043	447
1044	411
1045	469
1046	466
