0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	1
47	9
48	12
49	16
50	16
51	15
52	12
53	12
54	12
55	20
56	11
57	20
58	13
59	17
60	21
61	11
62	14
63	13
64	22
65	11
66	16
67	15
68	13
69	10
70	12
71	18
72	16
73	20
74	19
75	13
76	17
77	8
78	18
79	18
80	12
81	12
82	16
83	16
84	15
85	18
86	16
87	18
88	18
89	15
90	20
91	19
92	12
93	18
94	19
95	21
96	19
97	6
98	12
99	26
100	9
101	18
102	19
103	22
104	14
105	11
106	25
107	11
108	22
109	18
110	19
111	16
112	18
113	14
114	11
115	16
116	17
117	10
118	13
119	16
120	17
121	5
122	13
123	16
124	14
125	10
126	13
127	22
128	26
129	8
130	14
131	10
132	13
133	22
134	14
135	18
136	19
137	17
138	18
139	20
140	10
141	17
142	11
143	14
144	15
145	14
146	6
147	16
148	19
149	11
150	12
151	18
152	10
153	17
154	20
155	13
156	19
157	17
158	17
159	15
160	14
161	13
162	20
163	16
164	17
165	11
166	20
167	15
168	20
169	19
170	15
171	18
172	10
173	21
174	12
175	12
176	21
177	15
178	18
179	25
180	6
181	15
182	18
183	16
184	18
185	12
186	24
187	16
188	14
189	15
190	21
191	15
192	15
193	25
194	12
195	9
196	13
197	18
198	12
199	16
200	13
201	19
202	33
203	12
204	9
205	16
206	16
207	18
208	16
209	15
210	19
211	13
212	16
213	22
214	22
215	13
216	21
217	24
218	16
219	19
220	19
221	17
222	23
223	18
224	13
225	14
226	20
227	11
228	15
229	17
230	14
231	16
232	16
233	19
234	16
235	16
236	15
237	18
238	10
239	19
240	10
241	24
242	12
243	15
244	18
245	17
246	16
247	15
248	18
249	19
250	14
251	19
252	15
253	16
254	20
255	18
256	21
257	14
258	18
259	14
260	20
261	17
262	11
263	17
264	17
265	20
266	19
267	17
268	15
269	19
270	21
271	19
272	22
273	23
274	20
275	13
276	20
277	19
278	14
279	20
280	14
281	14
282	25
283	16
284	17
285	15
286	23
287	16
288	17
289	23
290	20
291	21
292	25
293	10
294	20
295	20
296	20
297	18
298	10
299	15
300	22
301	21
302	15
303	18
304	22
305	22
306	21
307	14
308	13
309	17
310	18
311	24
312	14
313	19
314	25
315	19
316	30
317	17
318	19
319	29
320	19
321	14
322	22
323	20
324	20
325	16
326	19
327	23
328	29
329	21
330	17
331	13
332	17
333	16
334	18
335	32
336	21
337	29
338	19
339	16
340	26
341	16
342	28
343	17
344	22
345	22
346	22
347	27
348	20
349	28
350	14
351	21
352	30
353	17
354	24
355	19
356	14
357	13
358	18
359	26
360	28
361	19
362	16
363	17
364	24
365	18
366	22
367	21
368	23
369	20
370	24
371	17
372	26
373	25
374	22
375	18
376	28
377	25
378	29
379	17
380	23
381	12
382	21
383	19
384	16
385	21
386	27
387	23
388	20
389	24
390	13
391	22
392	19
393	22
394	16
395	20
396	15
397	14
398	20
399	13
400	21
401	19
402	23
403	19
404	23
405	18
406	22
407	28
408	22
409	20
410	24
411	20
412	18
413	22
414	17
415	22
416	16
417	23
418	18
419	22
420	19
421	17
422	20
423	19
424	19
425	15
426	18
427	21
428	23
429	10
430	22
431	21
432	17
433	18
434	10
435	20
436	18
437	22
438	27
439	19
440	27
441	14
442	23
443	11
444	20
445	22
446	21
447	13
448	16
449	17
450	22
451	31
452	17
453	19
454	17
455	21
456	16
457	15
458	15
459	23
460	20
461	19
462	25
463	18
464	21
465	17
466	26
467	27
468	21
469	26
470	26
471	32
472	21
473	26
474	18
475	24
476	17
477	18
478	21
479	20
480	16
481	15
482	11
483	22
484	16
485	20
486	18
487	18
488	18
489	22
490	25
491	23
492	19
493	28
494	20
495	27
496	21
497	23
498	20
499	23
500	19
501	33
502	28
503	17
504	17
505	25
506	24
507	24
508	20
509	24
510	19
511	24
512	16
513	26
514	18
515	21
516	22
517	19
518	20
519	12
520	21
521	12
522	16
523	19
524	19
525	28
526	19
527	16
528	24
529	23
530	18
531	21
532	19
533	13
