[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=8191
YRANGE=0
NAME=C:\Dokumente und Einstellungen\k125\Desktop\SoSe24\B201\Messung links Na 1.csv
XTITLE=x
YTITLE=y

[DATA]
44 0 1
45 0 3
46 0 14
47 0 28
48 0 38
49 0 35
50 0 36
51 0 27
52 0 34
53 0 35
54 0 33
55 0 38
56 0 29
57 0 27
58 0 38
59 0 29
60 0 21
61 0 35
62 0 22
63 0 25
64 0 33
65 0 26
66 0 25
67 0 22
68 0 29
69 0 23
70 0 24
71 0 35
72 0 32
73 0 27
74 0 27
75 0 35
76 0 27
77 0 30
78 0 28
79 0 22
80 0 25
81 0 27
82 0 30
83 0 21
84 0 32
85 0 31
86 0 29
87 0 24
88 0 29
89 0 31
90 0 27
91 0 30
92 0 35
93 0 32
94 0 30
95 0 31
96 0 23
97 0 31
98 0 35
99 0 30
100 0 38
101 0 39
102 0 26
103 0 37
104 0 35
105 0 39
106 0 26
107 0 38
108 0 25
109 0 25
110 0 38
111 0 30
112 0 31
113 0 31
114 0 35
115 0 38
116 0 34
117 0 35
118 0 30
119 0 28
120 0 36
121 0 34
122 0 30
123 0 40
124 0 32
125 0 41
126 0 29
127 0 26
128 0 24
129 0 34
130 0 23
131 0 27
132 0 27
133 0 28
134 0 21
135 0 36
136 0 37
137 0 23
138 0 35
139 0 28
140 0 34
141 0 41
142 0 35
143 0 37
144 0 33
145 0 34
146 0 40
147 0 39
148 0 27
149 0 35
150 0 32
151 0 38
152 0 28
153 0 39
154 0 37
155 0 28
156 0 28
157 0 45
158 0 38
159 0 38
160 0 37
161 0 36
162 0 35
163 0 36
164 0 40
165 0 45
166 0 38
167 0 30
168 0 39
169 0 43
170 0 50
171 0 48
172 0 40
173 0 36
174 0 42
175 0 44
176 0 39
177 0 38
178 0 47
179 0 49
180 0 45
181 0 34
182 0 48
183 0 33
184 0 35
185 0 34
186 0 44
187 0 42
188 0 41
189 0 46
190 0 40
191 0 41
192 0 41
193 0 38
194 0 36
195 0 34
196 0 36
197 0 44
198 0 54
199 0 41
200 0 36
201 0 49
202 0 38
203 0 48
204 0 37
205 0 45
206 0 30
207 0 46
208 0 47
209 0 49
210 0 33
211 0 42
212 0 49
213 0 53
214 0 44
215 0 37
216 0 46
217 0 52
218 0 58
219 0 49
220 0 43
221 0 54
222 0 46
223 0 36
224 0 60
225 0 50
226 0 41
227 0 36
228 0 55
229 0 55
230 0 42
231 0 56
232 0 53
233 0 41
234 0 56
235 0 53
236 0 54
237 0 50
238 0 59
239 0 63
240 0 54
241 0 60
242 0 51
243 0 49
244 0 45
245 0 53
246 0 52
247 0 52
248 0 48
249 0 53
250 0 45
251 0 49
252 0 53
253 0 63
254 0 43
255 0 56
256 0 43
257 0 53
258 0 55
259 0 40
260 0 50
261 0 51
262 0 51
263 0 58
264 0 62
265 0 64
266 0 59
267 0 66
268 0 61
269 0 56
270 0 64
271 0 62
272 0 60
273 0 61
274 0 52
275 0 55
276 0 54
277 0 57
278 0 51
279 0 62
280 0 50
281 0 50
282 0 60
283 0 69
284 0 68
285 0 55
286 0 59
287 0 62
288 0 53
289 0 62
290 0 67
291 0 69
292 0 43
293 0 55
294 0 59
295 0 59
296 0 58
297 0 67
298 0 58
299 0 59
300 0 61
301 0 47
302 0 55
303 0 52
304 0 51
305 0 36
306 0 62
307 0 63
308 0 58
309 0 53
310 0 64
311 0 57
312 0 60
313 0 55
314 0 56
315 0 37
316 0 62
317 0 52
318 0 66
319 0 51
320 0 63
321 0 67
322 0 65
323 0 62
324 0 62
325 0 39
326 0 59
327 0 50
328 0 63
329 0 60
330 0 44
331 0 69
332 0 63
333 0 56
334 0 59
335 0 58
336 0 44
337 0 54
338 0 54
339 0 76
340 0 66
341 0 61
342 0 52
343 0 53
344 0 51
345 0 66
346 0 58
347 0 54
348 0 59
349 0 67
350 0 54
351 0 48
352 0 44
353 0 64
354 0 51
355 0 66
356 0 53
357 0 56
358 0 57
359 0 61
360 0 36
361 0 74
362 0 45
363 0 58
364 0 58
365 0 52
366 0 71
367 0 56
368 0 57
369 0 60
370 0 50
371 0 50
372 0 60
373 0 74
374 0 48
375 0 62
376 0 49
377 0 70
378 0 65
379 0 66
380 0 54
381 0 67
382 0 51
383 0 66
384 0 46
385 0 57
386 0 67
387 0 52
388 0 59
389 0 54
390 0 65
391 0 66
392 0 65
393 0 61
394 0 62
395 0 66
396 0 57
397 0 60
398 0 62
399 0 60
400 0 49
401 0 58
402 0 56
403 0 54
404 0 57
405 0 50
406 0 57
407 0 53
408 0 54
409 0 64
410 0 53
411 0 62
412 0 81
413 0 62
414 0 66
415 0 62
416 0 60
417 0 60
418 0 64
419 0 54
420 0 61
421 0 82
422 0 52
423 0 68
424 0 59
425 0 53
426 0 53
427 0 60
428 0 57
429 0 57
430 0 58
431 0 71
432 0 61
433 0 60
434 0 64
435 0 55
436 0 49
437 0 53
438 0 48
439 0 48
440 0 45
441 0 59
442 0 67
443 0 50
444 0 54
445 0 57
446 0 59
447 0 44
448 0 73
449 0 53
450 0 67
451 0 49
452 0 62
453 0 49
454 0 48
455 0 58
456 0 56
457 0 58
458 0 53
459 0 54
460 0 47
461 0 60
462 0 60
463 0 52
464 0 59
465 0 69
466 0 66
467 0 48
468 0 56
469 0 48
470 0 56
471 0 46
472 0 68
473 0 50
474 0 57
475 0 66
476 0 51
477 0 74
478 0 58
479 0 63
480 0 56
481 0 58
482 0 59
483 0 41
484 0 48
485 0 55
486 0 68
487 0 53
488 0 58
489 0 42
490 0 46
491 0 56
492 0 57
493 0 65
494 0 75
495 0 55
496 0 56
497 0 74
498 0 52
499 0 71
500 0 67
501 0 47
502 0 55
503 0 62
